,feature importance,biomolecule
0,0.0026846573272785944,A0A024R6I7;A0A0G2JRN3
1,0.0007175431316455175,A0A075B6H9
2,0.0013145648141576274,A0A075B6I0
3,0.0012463552023462608,A0A075B6I4;A0A1W2PQ80
4,0.0012997948647898005,A0A075B6I9
5,0.0012966398963346008,A0A075B6J1
6,0.0005645380280405928,A0A075B6J9
7,0.001769362401400445,A0A075B6K4
8,0.001439066614595647,A0A075B6K5
9,0.0005838755829900319,A0A075B6P5;P01615
10,0.0006877420856522265,A0A075B6Q5
11,0.0006567944166560376,A0A075B6S2;A0A0A0MRZ7
12,0.002087358932324753,A0A075B6S5
13,0.00113629027288834,A0A075B6S9
14,0.0014086151880109946,A0A075B7B8
15,0.002626733207440597,A0A075B7D0
16,0.001997971327713136,A0A087WSY4
17,0.003190683679490327,A0A087WSY5;Q96IY4;Q96IY4-2
18,0.006138232438472727,A0A087WSY6
19,0.0007866658670885654,A0A087WUL2;P49720;A0A087WXQ8;A0A087WY10
20,0.0007552258623610557,A0A087WYS1;E7EUC7;Q16851-2;Q16851;C9JNZ1
21,0.0012950476808647074,A0A087WZB5;Q9HBI1-3;Q9HBI1;Q9HBI1-2
22,0.0014693541865367415,A0A087X054;A0A494C039;Q9Y4L1
23,0.0007861785232171896,A0A087X0M8;O00533;O00533-2
24,0.0008869956369707228,A0A087X0Q4;A0A087WW87;P01614
25,0.0016307127172543933,A0A087X0S5;P12109
26,0.0020546549725568414,A0A087X1J7;P22352
27,0.0007662375904110236,A0A096LPE2;A0A3B3ISW8;E9PR14;G3V1D9;P0DJI9-2;P35542
28,0.0012582169320839798,A0A0A0MRJ7;P12259
29,0.0018804255220129327,A0A0A0MS09;P01880;P01880-2
30,0.0012800359634261033,A0A0A0MS14
31,0.0036957217954217223,A0A0A0MS15
32,0.011835764713453822,A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4;P15151
33,0.0010008647692456506,A0A0A0MSI0;Q06830
34,0.0010759773314046035,A0A0A0MT36
35,0.0012078288983248537,A0A0A0MTH3;Q13418;Q13418-2;Q13418-3
36,0.0010716121303708586,A0A0B4J1U3
37,0.0009403301011501592,A0A0B4J1U7
38,0.002103017224033991,A0A0B4J1V0
39,0.0038653646860954656,A0A0B4J1V1
40,0.0010920669259041262,A0A0B4J1V2
41,0.0030274218550183623,A0A0B4J1V6
42,0.0007710341561180472,A0A0B4J1V7
43,0.0015025737756005901,A0A0B4J1X5
44,0.0009976796361367455,A0A0B4J1X8
45,0.0006802717259318885,A0A0B4J1Y8
46,0.000663552197031342,A0A0B4J1Y9
47,0.0009657148629226883,A0A0B4J231;B9A064;P0CG04
48,0.0014142124614814936,A0A0B4J2H0
49,0.0014252269730830993,A0A0C4DFP6;Q9NQ79-2;Q9NQ79;Q9NQ79-3;Q5T4F6
50,0.003642634008304298,A0A0C4DGZ8;P07359
51,0.0007338975740050921,A0A0C4DH24
52,0.0005640422009985996,A0A0C4DH25
53,0.0032708431502156436,A0A0C4DH29
54,0.0025433024605940133,A0A0C4DH31
55,0.0005721023157712076,A0A0C4DH32
56,0.0021608972014758904,A0A0C4DH33
57,0.0018484033024256947,A0A0C4DH34
58,0.0006916353084285386,A0A0C4DH36
59,0.004418773116838711,A0A0C4DH38
60,0.0026196192141935072,A0A0C4DH41;P01825;P0DP06;A0A0J9YWU9
61,0.0008106773217958483,A0A0C4DH43;A0A0J9YVU5
62,0.0016072209973339035,A0A0C4DH67;A0A0C4DH69
63,0.000635802814261377,A0A0C4DH68;A0A075B6R9
64,0.003849853402633234,A0A0C4DH73;P01611
65,0.0008609389232654556,A0A0D9SG88;Q5TFM2
66,0.0011528205324575905,A0A0G2JIW1;P0DMV9;P0DMV8;P0DMV8-2;V9GZ37
67,0.0012884818877923543,A0A0G2JMB2
68,0.0012130986572293921,A0A0G2JPR0;A0A140TA49
69,0.0005159028541982969,A0A0G2JQJ0;A0A087WSZ0
70,0.0008579626691151164,A0A0G2JRQ6
71,0.0014839526905163956,A0A0G2JSC0;A0A087WSX0
72,0.001619165329202703,A0A0J9YX35
73,0.002098896778788288,A0A0J9YXC7;P48059;P48059-4;P48059-2;P48059-5;P48059-3
74,0.0022869834818214723,A0A0J9YXX1
75,0.0005297956941209749,A0A0J9YY99
